Num;Referencia;Requisito;Documento;NFR
784;OTR-784;"Products will be stored in multi-tiered categories; a category can contain sub categories or products";0000 - gamma j.pdf;Funcional
785;OTR-785;The inventory management will allow for administrators to update the categories, the products placed in categories, and the specific product details;0000 - gamma j.pdf;Funcional
786;OTR-786;Customers will be able to add products into the shopping cart;0000 - gamma j.pdf;Funcional
787;OTR-787;The shopping cart will clearly display the number of items in the cart, along with the total cost;0000 - gamma j.pdf;Funcional
788;OTR-788;The customer will be able to add to or remove products from the shopping cart prior to checkout and order confirmation. ;0000 - gamma j.pdf;Funcional
789;OTR-789;Customers will be able to confirm the order after checkout. If the order is incorrect, the customer will be able to revise and update their order. The customer will then receive a confirmation email with the specific order details.;0000 - gamma j.pdf;Funcional
790;OTR-790;Customers will be able to search for products matching their search criteria.;0000 - gamma j.pdf;Funcional
791;OTR-791;Customers will be presented with an unambiguous interface to assist in browsing the categories and products;0000 - gamma j.pdf;Funcional
792;OTR-792;he interface will be compatible with all major web browsers such as Internet Explorer, Mozilla Navigator, Mozilla Firefox, Opera, and Safari.;0000 - gamma j.pdf;No funcional
793;OTR-793;The system will implement an Application Interface to allow for various plug-ins to interact with the system. The plug-in API will be well documented and specifications will be provided to plug-in developers.;0000 - gamma j.pdf;Funcional
794;OTR-794;The WebOrder system shall send an e-mail confirmation to the customer that the items they ordered will be delivered to the shipping address along with tracking number;0000 - gamma j.pdf;Funcional
795;OTR-795;The WebOrder system shall send an e-mail to System Administrator regarding any technical queries from customers or sales people;0000 - gamma j.pdf;Funcional
796;OTR-796;The system shall be able to handle 1000 customers logged in concurrently at the same time.;0000 - gamma j.pdf;No funcional
797;OTR-797;The system shall be able to retrieve 200 products per second.;0000 - gamma j.pdf;No funcional
798;OTR-798;The system shall be able to add product to shopping cart in less than 2ms.;0000 - gamma j.pdf;No funcional
799;OTR-799;The system shall be able to search for a specified product in less than 1 second.;0000 - gamma j.pdf;No funcional
800;OTR-800;The system shall be able to email customer and vendor in less than 1 second.;0000 - gamma j.pdf;No funcional
801;OTR-801;The system shall be able to validate credit card in less than 2 seconds.;0000 - gamma j.pdf;No funcional
802;OTR-802;The system shall be able to acquire shipping charges in less than 2 seconds.;0000 - gamma j.pdf;No funcional
803;OTR-803;The system shall be able to restore 1000 records per second.;0000 - gamma j.pdf;No funcional
804;OTR-804;The system shall validate credit cards against fraud.;0000 - gamma j.pdf;No funcional
805;OTR-805;The system shall encrypt all sensitive information via https.;0000 - gamma j.pdf;No funcional
806;OTR-806;The system shall encrypt all customer data in database;0000 - gamma j.pdf;No funcional
807;OTR-807;The system shall auto detect IP DOS attacks and block IP automatically.;0000 - gamma j.pdf;No funcional
808;OTR-808;The system shall detect consecutive failed login attempts.;0000 - gamma j.pdf;No funcional
809;OTR-809;The system shall have an availability of 99.99%.;0000 - gamma j.pdf;No funcional
810;OTR-810;The system shall perform searches via Dijkstra's shortest path algorithm.;0000 - gamma j.pdf;No funcional
811;OTR-811;For returning customers, the system shall validate 'existing' credit card in system after each log in;0000 - gamma j.pdf;No funcional
812;OTR-812;The system shall automatically compress image files that are too large in size.;0000 - gamma j.pdf;No funcional
813;OTR-813;The system shall validate email address existence;0000 - gamma j.pdf;No funcional
814;OTR-814;The system will employ on demand asynchronous loading for faster execution of pages;0000 - gamma j.pdf;No funcional
815;OTR-815;The system shall be extremely portable via the usb drive.;0000 - gamma j.pdf;No funcional
816;OTR-816;The system shall be easy to migrate or backed up via another usb drive.;0000 - gamma j.pdf;No funcional
817;OTR-817;The system shall adhere to the following hardware requirements: · 4GB Flash ram chip · 128MB SDRAM · Intel XScale PXA270 520-MHz chipset · OS: Apache web server · Database: MySQL;0000 - gamma j.pdf;No funcional
818;OTR-818;Users shall be able to log in.;2008 - virtual ed.doc;Funcional
819;OTR-819;Users can be marked online and offline. Online users are marked green and offline users are marked red;2008 - virtual ed.doc;Funcional
820;OTR-820;If a professor is marked online, students will be able to ask questions and receive answers from the professor almost instantaneously;2008 - virtual ed.doc;Funcional
821;OTR-821;Each user will have a list of contacts ;2008 - virtual ed.doc;Funcional
822;OTR-822;Real time conversation can be initiated between parties;2008 - virtual ed.doc;Funcional
823;OTR-823;Users can browse and look for files;2008 - virtual ed.doc;Funcional
824;OTR-824;Users can send files to the other party;2008 - virtual ed.doc;Funcional
825;OTR-825;Selected files are marked in blue;2008 - virtual ed.doc;Funcional
826;OTR-826;Users are limited to Windows XP, Vista or Mac- OS;2008 - virtual ed.doc;No funcional
827;OTR-827;Users are limited to Internet Explorer, Mozilla Firefox and Safari internet browsers;2008 - virtual ed.doc;No funcional
828;OTR-828;Users must have pop-up windows enabled on their systems;2008 - virtual ed.doc;No funcional
829;OTR-829;Users must enable java scripts on their systems to be able to install Instant-Edu messaging software;2008 - virtual ed.doc;No funcional
830;OTR-830;Users must have antivirus software installed so they can scan the incoming files from other users of the system;2008 - virtual ed.doc;No funcional
831;OTR-831;Users can start audiostreams and videostreams;2008 - virtual ed.doc;Funcional
832;OTR-832;Users can accept and deny calls;2008 - virtual ed.doc;Funcional
833;OTR-833;Users can end audiostreams and videostreams;2008 - virtual ed.doc;Funcional
834;OTR-834;Users can customize their profile. The user will be able to select/change their password, update information about themselves (phone number, address). Users will be able to change the background colors and menu layout on their profile page. ;2008 - virtual ed.doc;Funcional
835;OTR-835;Each user will have his own Virtual-Space where files can be uploaded. ;2008 - virtual ed.doc;Funcional
836;OTR-836;Users can select and deselect files from their Virtual-Space;2008 - virtual ed.doc;Funcional
837;OTR-837;For the first release, each class needs a quota space of at least 1GB per student in that class;2008 - virtual ed.doc;No funcional
838;OTR-838;Users can delete files from their Virtual-Space;2008 - virtual ed.doc;Funcional
